"","name","line","PlaceIsol","drug","RAD80","RAD50","RAD20","FoG80","FoG50","FoG20","slope","...12","...13","type","replicate"
"639","220120_YST7_V17_A_BA_48hr","YST7","V17","BA",4,5,6,0.12,0.15,0.2,90.1,NA,NA,"V",17
"640","220120_YST7_V17_B_BA_48hr","YST7","V17","BA",7,7,8,0.1,0.09,0.13,87.1,NA,NA,"V",17
"641","211216_YST7_V18_A_BA_48hr","YST7","V18","BA",8,9,17,0.12,0.16,0.53,46.1,NA,NA,"V",18
"642","211216_YST7_V18_B_BA_48hr","YST7","V18","BA",6,7,10,0.09,0.12,0.3,51.8,NA,NA,"V",18
"643","220120_YST7_V18_A_BA_48hr","YST7","V18","BA",5,6,7,0.15,0.12,0.26,83.7,NA,NA,"V",18
"644","220120_YST7_V18_B_BA_48hr","YST7","V18","BA",8,9,10,0.1,0.13,0.18,86.1,NA,NA,"V",18
"645","220113_YST7_V19_A_BA_48hr","YST7","V19","BA",6,7,9,0.11,0.12,0.24,47.7,NA,NA,"V",19
"646","220113_YST7_V19_B_BA_48hr","YST7","V19","BA",6,7,9,0.09,0.13,0.26,63.9,NA,NA,"V",19
"647","220120_YST7_V19_A_BA_48hr","YST7","V19","BA",8,9,10,0.08,0.1,0.15,91.9,NA,NA,"V",19
"648","220120_YST7_V19_B_BA_48hr","YST7","V19","BA",7,8,9,0.11,0.11,0.16,103.3,NA,NA,"V",19
"649","220113_YST7_V20_A_BA_48hr","YST7","V20","BA",6,7,8,0.08,0.11,0.17,92.6,NA,NA,"V",20
"650","220113_YST7_V20_B_BA_48hr","YST7","V20","BA",6,7,8,0.1,0.12,0.17,75.3,NA,NA,"V",20
"651","220120_YST7_V20_A_BA_48hr","YST7","V20","BA",6,7,8,0.07,0.11,0.15,88,NA,NA,"V",20
"652","220120_YST7_V20_B_BA_48hr","YST7","V20","BA",8,9,11,0.08,0.1,0.19,81.5,NA,NA,"V",20
"653","220113_YST7_V21_A_BA_48hr","YST7","V21","BA",7,8,10,0.09,0.1,0.22,71.8,NA,NA,"V",21
"654","220113_YST7_V21_B_BA_48hr","YST7","V21","BA",8,9,10,0.08,0.12,0.16,97.7,NA,NA,"V",21
"655","220120_YST7_V21_A_BA_48hr","YST7","V21","BA",6,7,9,0.14,0.16,0.27,43.5,NA,NA,"V",21
"656","220120_YST7_V21_B_BA_48hr","YST7","V21","BA",8,9,11,0.09,0.11,0.21,65.9,NA,NA,"V",21
"657","220113_YST7_V22_A_BA_48hr","YST7","V22","BA",9,10,11,0.06,0.09,0.15,103.4,NA,NA,"V",22
"658","220113_YST7_V22_B_BA_48hr","YST7","V22","BA",6,7,9,0.15,0.12,0.23,85,NA,NA,"V",22
"659","220120_YST7_V22_A_BA_48hr","YST7","V22","BA",7,8,10,0.08,0.1,0.19,60.8,NA,NA,"V",22
"660","220120_YST7_V22_B_BA_48hr","YST7","V22","BA",7,9,11,0.06,0.18,0.26,57.9,NA,NA,"V",22
"661","220113_YST7_V23_A_BA_48hr","YST7","V23","BA",6,6,8,0.12,0.11,0.26,95.4,NA,NA,"V",23
"662","220113_YST7_V23_B_BA_48hr","YST7","V23","BA",9,10,14,0.08,0.09,0.28,72,NA,NA,"V",23
"663","220120_YST7_V23_A_BA_48hr","YST7","V23","BA",10,11,16,0.09,0.11,0.34,54.5,NA,NA,"V",23
"664","220120_YST7_V23_B_BA_48hr","YST7","V23","BA",7,8,9,0.08,0.14,0.18,66.7,NA,NA,"V",23
"665","220113_YST7_V24_A_BA_48hr","YST7","V24","BA",10,11,12,0.1,0.13,0.18,92.7,NA,NA,"V",24
"666","220113_YST7_V24_B_BA_48hr","YST7","V24","BA",7,8,9,0.1,0.14,0.2,94.4,NA,NA,"V",24
"667","220120_YST7_V24_A_BA_48hr","YST7","V24","BA",7,8,11,0.07,0.09,0.29,68.1,NA,NA,"V",24
"668","220120_YST7_V24_B_BA_48hr","YST7","V24","BA",3,4,6,0.08,0.16,0.31,31,NA,NA,"V",24
"669","211126_YST7_V1_A_FLC_48h","YST7","V1","FLC",5,9,13,0.27,0.4,0.4,38.5,NA,NA,"V",1
"670","211126_YST7_V1_B_FLC_48h","YST7","V1","FLC",5,8,12,0.18,0.31,0.37,51.8,NA,NA,"V",1
"671","220113_YST7_V1_A_FLC_48hr","YST7","V1","FLC",8,12,15,0.16,0.31,0.34,40.6,NA,NA,"V",1
"672","220113_YST7_V1_B_FLC_48hr","YST7","V1","FLC",8,10,14,0.15,0.17,0.3,51.2,NA,NA,"V",1
"673","211126_YST7_V2_A_FLC_48h","YST7","V2","FLC",6,9,12,0.2,0.33,0.35,54,NA,NA,"V",2
"674","211126_YST7_V2_A'_FLC_48h","YST7","V2","FLC",6,9,13,0.21,0.34,0.37,49.2,NA,NA,"V",2
"675","211126_YST7_V2_B_FLC_48h","YST7","V2","FLC",5,9,12,0.25,0.42,0.39,39.1,NA,NA,"V",2
"676","220113_YST7_V2_A_FLC_48hr","YST7","V2","FLC",10,13,20,0.23,0.25,0.38,33.1,NA,NA,"V",2
"677","220113_YST7_V2_B_FLC_48hr","YST7","V2","FLC",9,14,16,0.15,0.27,0.27,41,NA,NA,"V",2
"678","211126_YST7_V3_A_FLC_48h","YST7","V3","FLC",5,9,11,0.18,0.35,0.33,54.2,NA,NA,"V",3
"679","211126_YST7_V3_B_FLC_48h","YST7","V3","FLC",4,8,13,0.54,0.51,0.49,30,NA,NA,"V",3
"680","220113_YST7_V3_A_FLC_48hr","YST7","V3","FLC",7,9,11,0.13,0.21,0.26,81.8,NA,NA,"V",3
"681","220113_YST7_V3_B_FLC_48hr","YST7","V3","FLC",7,9,11,0.14,0.21,0.26,84.4,NA,NA,"V",3
"682","211126_YST7_V4_A_FLC_48h","YST7","V4","FLC",7,10,14,0.17,0.31,0.38,44.6,NA,NA,"V",4
"683","211126_YST7_V4_B_FLC_48h","YST7","V4","FLC",5,8,13,0.16,0.3,0.41,36,NA,NA,"V",4
"684","220113_YST7_V4_A_FLC_48hr","YST7","V4","FLC",8,10,14,0.15,0.2,0.32,65,NA,NA,"V",4
"685","220113_YST7_V4_B_FLC_48hr","YST7","V4","FLC",9,11,16,0.19,0.18,0.35,39.2,NA,NA,"V",4
"686","211126_YST7_V5_B_FLC_48h","YST7","V5","FLC",6,11,17,0.38,0.4,0.48,32.4,NA,NA,"V",5
"687","220113_YST7_V5_A_FLC_48hr","YST7","V5","FLC",8,10,13,0.08,0.19,0.27,73.2,NA,NA,"V",5
"688","220113_YST7_V5_B_FLC_48hr","YST7","V5","FLC",8,10,14,0.15,0.19,0.3,63.6,NA,NA,"V",5
"689","211126_YST7_V6_A_FLC_48h","YST7","V6","FLC",7,12,17,0.31,0.38,0.41,40.6,NA,NA,"V",6
"690","211126_YST7_V6_B_FLC_48h","YST7","V6","FLC",6,9,14,0.17,0.3,0.41,41.2,NA,NA,"V",6
"691","220113_YST7_V6_A_FLC_48hr","YST7","V6","FLC",8,9,12,0.14,0.17,0.28,61.5,NA,NA,"V",6
"692","220113_YST7_V6_B_FLC_48hr","YST7","V6","FLC",7,9,12,0.09,0.21,0.31,67.9,NA,NA,"V",6
"693","211209_YST7_V7_A_FLC_48hr","YST7","V7","FLC",6,7,11,0.16,0.2,0.37,47.4,NA,NA,"V",7
"694","211209_YST7_V7_B_FLC_48hr","YST7","V7","FLC",5,8,13,0.14,0.3,0.41,40.1,NA,NA,"V",7
"695","220120_YST7_V7_A_FLC_48hr","YST7","V7","FLC",9,10,14,0.1,0.15,0.28,60.5,NA,NA,"V",7
"696","220120_YST7_V7_B_FLC_48hr","YST7","V7","FLC",8,9,12,0.13,0.16,0.28,66,NA,NA,"V",7
"697","211209_YST7_V8_A_FLC_48hr","YST7","V8","FLC",5,7,11,0.12,0.25,0.38,50.5,NA,NA,"V",8
"698","211209_YST7_V8_B_FLC_48hr","YST7","V8","FLC",4,7,11,0.12,0.34,0.4,41.5,NA,NA,"V",8
"699","220120_YST7_V8_A_FLC_48hr","YST7","V8","FLC",7,9,12,0.13,0.18,0.3,66.3,NA,NA,"V",8
"700","220120_YST7_V8_B_FLC_48hr","YST7","V8","FLC",8,11,12,0.09,0.26,0.24,68.1,NA,NA,"V",8
"701","211209_YST7_V9_A_FLC_48hr","YST7","V9","FLC",6,8,12,0.2,0.26,0.39,43,NA,NA,"V",9
"702","211209_YST7_V9_B_FLC_48hr","YST7","V9","FLC",5,7,11,0.17,0.24,0.41,46.3,NA,NA,"V",9
"703","220120_YST7_V9_A_FLC_48hr","YST7","V9","FLC",7,10,11,0.16,0.27,0.24,75,NA,NA,"V",9
"704","220120_YST7_V9_B_FLC_48hr","YST7","V9","FLC",7,9,13,0.09,0.17,0.31,61.7,NA,NA,"V",9
"705","211209_YST7_V10_A_FLC_48hr","YST7","V10","FLC",6,8,12,0.15,0.25,0.38,46.4,NA,NA,"V",10
"706","211209_YST7_V10_B_FLC_48hr","YST7","V10","FLC",6,10,13,0.15,0.33,0.35,44.1,NA,NA,"V",10
"707","220120_YST7_V10_A_FLC_48hr","YST7","V10","FLC",7,9,12,0.09,0.17,0.27,63.9,NA,NA,"V",10
"708","220120_YST7_V10_B_FLC_48hr","YST7","V10","FLC",8,10,13,0.3,0.24,0.32,60.4,NA,NA,"V",10
"709","211209_YST7_V11_A_FLC_48hr","YST7","V11","FLC",6,8,13,0.08,0.22,0.36,40.1,NA,NA,"V",11
"710","211209_YST7_V11_B_FLC_48hr","YST7","V11","FLC",6,8,13,0.2,0.27,0.41,42.1,NA,NA,"V",11
"711","220120_YST7_V11_A_FLC_48hr","YST7","V11","FLC",7,10,12,0.11,0.24,0.26,58.6,NA,NA,"V",11
"712","220120_YST7_V11_B_FLC_48hr","YST7","V11","FLC",7,9,13,0.12,0.19,0.34,61.9,NA,NA,"V",11
"713","211209_YST7_V12_A_FLC_48hr","YST7","V12","FLC",6,8,12,0.18,0.27,0.38,47,NA,NA,"V",12
"714","211209_YST7_V12_B_FLC_48hr","YST7","V12","FLC",6,9,12,0.19,0.32,0.36,45.9,NA,NA,"V",12
"715","220120_YST7_V12_A_FLC_48hr","YST7","V12","FLC",8,10,12,0.15,0.21,0.25,62.1,NA,NA,"V",12
"716","220120_YST7_V12_B_FLC_48hr","YST7","V12","FLC",7,10,12,0.09,0.25,0.26,60,NA,NA,"V",12
"717","211216_YST7_V13_A_FLC_48hr","YST7","V13","FLC",7,9,13,0.1,0.18,0.31,54.6,NA,NA,"V",13
"718","211216_YST7_V13_B_FLC_48hr","YST7","V13","FLC",7,8,13,0.11,0.15,0.36,52.7,NA,NA,"V",13
"719","220120_YST7_V13_A_FLC_48hr","YST7","V13","FLC",7,10,12,0.19,0.27,0.28,83.5,NA,NA,"V",13
"720","220120_YST7_V13_B_FLC_48hr","YST7","V13","FLC",7,10,11,0.12,0.22,0.23,76.6,NA,NA,"V",13
"721","211216_YST7_V14_A_FLC_48hr","YST7","V14","FLC",7,10,12,0.07,0.26,0.26,58.2,NA,NA,"V",14
"722","211216_YST7_V14_B_FLC_48hr","YST7","V14","FLC",6,9,12,0.09,0.28,0.32,58.6,NA,NA,"V",14
"723","220120_YST7_V14_A_FLC_48hr","YST7","V14","FLC",7,9,12,0.16,0.22,0.3,68,NA,NA,"V",14
"724","220120_YST7_V14_B_FLC_48hr","YST7","V14","FLC",8,10,13,0.21,0.25,0.32,70.1,NA,NA,"V",14
"725","211216_YST7_V15_A_FLC_48hr","YST7","V15","FLC",7,8,12,0.08,0.12,0.3,60.6,NA,NA,"V",15
"726","211216_YST7_V15_B_FLC_48hr","YST7","V15","FLC",7,8,12,0.09,0.13,0.31,60.5,NA,NA,"V",15
"727","220120_YST7_V15_A_FLC_48hr","YST7","V15","FLC",7,9,12,0.18,0.2,0.3,75.1,NA,NA,"V",15
"728","220120_YST7_V15_B_FLC_48hr","YST7","V15","FLC",7,9,12,0.14,0.21,0.28,75.1,NA,NA,"V",15
"729","211216_YST7_V16_A_FLC_48hr","YST7","V16","FLC",8,9,13,0.1,0.16,0.34,54.2,NA,NA,"V",16
"730","211216_YST7_V16_B_FLC_48hr","YST7","V16","FLC",7,9,14,0.09,0.18,0.34,57.5,NA,NA,"V",16
"731","220120_YST7_V16_A_FLC_48hr","YST7","V16","FLC",7,9,12,0.19,0.22,0.3,76.1,NA,NA,"V",16
"732","220120_YST7_V16_B_FLC_48hr","YST7","V16","FLC",6,9,11,0.16,0.26,0.26,83.9,NA,NA,"V",16
"733","211216_YST7_V17_A_FLC_48hr","YST7","V17","FLC",7,9,13,0.11,0.18,0.31,57.5,NA,NA,"V",17
"734","211216_YST7_V17_B_FLC_48hr","YST7","V17","FLC",8,9,13,0.12,0.17,0.31,49.1,NA,NA,"V",17
"735","220120_YST7_V17_A_FLC_48hr","YST7","V17","FLC",7,10,12,0.14,0.24,0.27,84.9,NA,NA,"V",17
"736","220120_YST7_V17_B_FLC_48hr","YST7","V17","FLC",7,9,12,0.12,0.2,0.29,82.8,NA,NA,"V",17
"737","211216_YST7_V18_A_FLC_48hr","YST7","V18","FLC",7,8,14,0.06,0.1,0.35,49.3,NA,NA,"V",18
"738","211216_YST7_V18_B_FLC_48hr","YST7","V18","FLC",8,9,14,0.15,0.17,0.34,59.2,NA,NA,"V",18
"739","220120_YST7_V18_A_FLC_48hr","YST7","V18","FLC",7,8,11,0.17,0.18,0.29,92.2,NA,NA,"V",18
"740","220120_YST7_V18_B_FLC_48hr","YST7","V18","FLC",8,10,12,0.15,0.22,0.26,87.9,NA,NA,"V",18
"741","220113_YST7_V19_A_FLC_48hr","YST7","V19","FLC",6,8,10,0.18,0.24,0.29,63.1,NA,NA,"V",19
"742","220113_YST7_V19_B_FLC_48hr","YST7","V19","FLC",6,10,11,0.16,0.3,0.26,57.3,NA,NA,"V",19
"743","220120_YST7_V19_A_FLC_48hr","YST7","V19","FLC",7,9,12,0.21,0.26,0.3,74.9,NA,NA,"V",19
"744","220120_YST7_V19_B_FLC_48hr","YST7","V19","FLC",6,8,11,0.13,0.21,0.3,80.9,NA,NA,"V",19
"745","220113_YST7_V20_A_FLC_48hr","YST7","V20","FLC",7,10,12,0.17,0.27,0.28,76.1,NA,NA,"V",20
"746","220113_YST7_V20_B_FLC_48hr","YST7","V20","FLC",7,8,10,0.14,0.19,0.27,71.8,NA,NA,"V",20
"747","220120_YST7_V20_A_FLC_48hr","YST7","V20","FLC",6,8,10,0.63,0.37,0.37,76,NA,NA,"V",20
"748","220113_YST7_V21_A_FLC_48hr","YST7","V21","FLC",7,10,13,0.15,0.29,0.32,63.3,NA,NA,"V",21
"749","220113_YST7_V21_B_FLC_48hr","YST7","V21","FLC",8,10,13,0.18,0.26,0.3,67,NA,NA,"V",21
"750","220120_YST7_V21_A_FLC_48hr","YST7","V21","FLC",8,10,12,0.12,0.23,0.24,64.7,NA,NA,"V",21
"751","220120_YST7_V21_B_FLC_48hr","YST7","V21","FLC",8,11,14,0.15,0.26,0.29,54.6,NA,NA,"V",21
"752","220113_YST7_V22_A_FLC_48hr","YST7","V22","FLC",7,9,12,0.13,0.22,0.3,64.6,NA,NA,"V",22
"753","220113_YST7_V22_B_FLC_48hr","YST7","V22","FLC",7,9,12,0.16,0.25,0.3,64.5,NA,NA,"V",22
"754","220120_YST7_V22_A_FLC_48hr","YST7","V22","FLC",8,10,12,0.15,0.19,0.25,48.8,NA,NA,"V",22
"755","220120_YST7_V22_B_FLC_48hr","YST7","V22","FLC",9,12,15,0.17,0.27,0.29,53.4,NA,NA,"V",22
"756","220113_YST7_V23_A_FLC_48hr","YST7","V23","FLC",7,9,11,0.15,0.23,0.26,73.5,NA,NA,"V",23
"757","220113_YST7_V23_B_FLC_48hr","YST7","V23","FLC",7,9,12,0.2,0.23,0.29,65.3,NA,NA,"V",23
"758","220120_YST7_V23_A_FLC_48hr","YST7","V23","FLC",8,10,13,0.15,0.2,0.27,65.1,NA,NA,"V",23
"759","220120_YST7_V23_B_FLC_48hr","YST7","V23","FLC",8,10,13,0.09,0.21,0.27,52.9,NA,NA,"V",23
"760","220113_YST7_V24_A_FLC_48hr","YST7","V24","FLC",7,8,11,0.12,0.16,0.28,67.3,NA,NA,"V",24
"761","220113_YST7_V24_B_FLC_48hr","YST7","V24","FLC",6,8,12,0.14,0.2,0.34,67,NA,NA,"V",24
"762","220120_YST7_V24_A_FLC_48hr","YST7","V24","FLC",8,10,13,0.11,0.21,0.27,60,NA,NA,"V",24
"763","220120_YST7_V24_B_FLC_48hr","YST7","V24","FLC",8,9,14,0.17,0.16,0.35,55.7,NA,NA,"V",24
